,Provincia,FORMULAS - AGRUPACIONES    POLITICAS,VOTOS,%
58,CHUBUT,CERRO -    PONSATI (DEMOCRATA CRISTIANO),490,0.0044
59,CHUBUT,MANRIQUE -    RAWSON (ALIANZA FEDERAL),415,0.0037
60,CHUBUT,ZAMORA - DIAZ    (MOVIMIENTO AL SOCIALISMO),301,0.0027
61,CHUBUT,ESTEVEZ BOERO    - ROSSI (SOCIALISTA POPULAR),263,0.0024
62,CHUBUT,MARTINES    RAYMONDA - BALESTRA (ALIANZA DEMOCRATA SOCIALISTA),129,0.0012
63,CHUBUT,FLORES -    GUAGNINI (OBRERO),43,0.0004
64,CHUBUT,VOTOS POSITIVOS,111912,0.9559000000000001
65,CORDOBA,ALFONSIN - MARTINEZ (UNION CIVICA RADICAL),791470,0.5622
66,CORDOBA,LUDER - BITTEL (JUSTICIALISTA),561954,0.3992
67,CORDOBA,FRIGERIO - SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),13078,0.009300000000000001
68,CORDOBA,ALENDE - VIALE (INTRANSIGENTE),12245,0.0087
69,CORDOBA,MANRIQUE - RAWSON (DEMOCRATA),12232,0.0087
70,CORDOBA,CERRO - PONSATI (DEMOCRATA CRISTIANO),5218,0.0037
71,CORDOBA,MARTINEZ RAYMONDA - BALESTRA (ALIANZA DEMOCRATA SOCIALISTA),2628,0.0019
72,CORDOBA,ESTEVEZ BOERO - ROSSI (SOCIALISTA POPULAR),2563,0.0018
73,CORDOBA,ZAMORA - DIAZ (MOVIMIENTO AL SOCIALISMO),2351,0.0017000000000000001
74,CORDOBA,ALSOGARAY - ORIA (CONFEDERACION NACIONAL DE CENTRO),2257,0.0016
75,CORDOBA,RAMOS - COLOMBO (FRENTE DE IZQUIERDA POPULAR),1073,0.0008
76,CORDOBA,FLORES - GUAGNINI (OBRERO),767,0.0005
77,CORDOBA,VOTOS POSITIVOS,1407836,0.9768000000000001
78,CORRIENTES,ALFONSIN - MARTINEZ (UNION CIVICA RADICAL),112216,0.33840000000000003
79,CORRIENTES,PACTO AUTONOMISTA LIBERAL,104052,0.31379999999999997
80,CORRIENTES,LUDER - BITTEL (JUSTICIALISTA),94105,0.2838
81,CORRIENTES,FRIGERIO - SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),11662,0.0352
82,CORRIENTES,CERRO - PONSATI (DEMOCRATA CRISTIANO),2533,0.0076
83,CORRIENTES,ALENDE - VIALE (INTRANSIGENTE),2467,0.0074
84,CORRIENTES,MANRIQUE - RAWSON (ALIANZA FEDERAL),2169,0.006500000000000001
85,CORRIENTES,DEMOCRATA PROGRESISTA,1926,0.0058
86,CORRIENTES,RAMOS - COLOMBO (FRENTE DE IZQUIERDA POPULAR),271,0.0008
87,CORRIENTES,ESTEVEZ BOERO - ROSSI (SOCIALISTA POPULAR),166,0.0005
88,CORRIENTES,VOTOS POSITIVOS,331567,0.9758
89,ENTRE RIOS,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),251811,0.4953
90,ENTRE RIOS,LUDER - BITTEL    (JUSTICIALISTA),224778,0.4421
91,ENTRE RIOS,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),7949,0.015600000000000001
92,ENTRE RIOS,MANRIQUE -    RAWSON (DEMOCRATA DE ENTRE RIOS - MOVIMIENTO LINEA POPULAR - FEDERAL),7952,0.015600000000000001
93,ENTRE RIOS,ALENDE - VIALE    (INTRANSIGENTE),7558,0.0149
94,ENTRE RIOS,CERRO -    PONSATI (DEMOCRATA CRISTIANO),4773,0.009399999999999999
95,ENTRE RIOS,ESTEVEZ BOERO    - ROSSI (SOCIALISTA POPULAR),1562,0.0031
96,ENTRE RIOS,ALSOGARAY -    ORIA (CONFEDERACION NACIONAL DE CENTRO),1065,0.0021
97,ENTRE RIOS,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),577,0.0011
98,ENTRE RIOS,MARTINEZ    RAYMONDA - BALESTRA (ALIANZA DEMOCRATA SOCIALISTA),372,0.0007000000000000001
99,ENTRE RIOS,VOTOS POSITIVOS,508397,0.9773999999999999
100,FORMOSA,LUDER - BITTEL (JUSTICIALISTA),54660,0.4512
101,FORMOSA,ALFONSIN – MARTINEZ (UNION CIVICA RADICAL),45065,0.37200000000000005
102,FORMOSA,FRIGERIO - SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),16680,0.1377
103,FORMOSA,MOVIMIENTO LINEA POPULAR,3074,0.0254
104,FORMOSA,CERRO - PONSATI (DEMOCRATA CRISTIANO),586,0.0048
105,FORMOSA,ALENDE - VIALE (INTRANSIGENTE),560,0.0046
106,FORMOSA,PARA LA DEMOCRACIA SOCIAL,257,0.0021
107,FORMOSA,RAMOS - COLOMBO (SOCIALISTA POPULAR),166,0.0014000000000000002
108,FORMOSA,MARTINEZ RAYMONDA - BALESTRA (ALIANZA DEMOCRATA SOCIALISTA),105,0.0009
109,FORMOSA,VOTOS POSITIVOS,121153,0.9576
110,JUJUY,LUDER - BITTEL    (JUSTICIALISTA),84051,0.48719999999999997
111,JUJUY,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),61173,0.3546
112,JUJUY,MOVIMIENTO    POPULAR JUJEÑO,22303,0.1293
113,JUJUY,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),1421,0.008199999999999999
114,JUJUY,MANRIQUE -    RAWSON (FEDERAL),1288,0.0075
115,JUJUY,ALENDE - VIALE    (INTRANSIGENTE),877,0.0051
116,JUJUY,ZAMORA - DIAZ    (MOVIMIENTO AL SOCIALISMO),506,0.0029
117,JUJUY,ESTEVEZ BOERO    - ROSSI (SOCIALISTA POPULAR),369,0.0021
118,JUJUY,FLORES -    GUAGNINI (OBRERO),303,0.0018
119,JUJUY,MARTINEZ    RAYMONDA - BALESTRA (SOCIALISTA DEMOCRATICO),138,0.0008
120,JUJUY,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),72,0.0004
121,JUJUY,VOTOS POSITIVOS,172501,0.9512
122,LA PAMPA,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),50753,0.4138
123,LA PAMPA,LUDER - BITTEL    (JUSTICIALISTA),50138,0.40880000000000005
124,LA PAMPA,MOVIMIENTO    FEDERALISTA PAMPEANO,15298,0.1247
125,LA PAMPA,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),3294,0.0269
126,LA PAMPA,ALENDE - VIALE    (INTRANSIGENTE),1922,0.015700000000000002
127,LA PAMPA,SOCIALISTA    AUTENTICO,531,0.0043
128,LA PAMPA,CERRO -    PONSATI (DEMOCRATA CRISTIANO),479,0.0039000000000000003
129,LA PAMPA,ZAMORA - DIAZ    (MOVIMIENTO AL SOCIALISMO),121,0.001
130,LA PAMPA,ESTEVEZ BOERO    - ROSSI (SOCIALISTA POPULAR),111,0.0009
131,LA PAMPA,VOTOS POSITIVOS,122647,0.9581999999999999
132,LA RIOJA,LUDER - BITTEL    (JUSTICIALISTA),48073,0.5552
133,LA RIOJA,ALFONSIN -    MARTINEZ (UNION CIVICA RADICAL),35534,0.4104
134,LA RIOJA,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),1588,0.0183
135,LA RIOJA,ALENDE - VIALE    (INTRANSIGENTE),462,0.0053
136,LA RIOJA,CERRO -    PONSATI (DEMOCRATA CRISTIANO),308,0.0036
137,LA RIOJA,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),300,0.0034999999999999996
138,LA RIOJA,MANRIQUE -    RAWSON (ALIANZA FEDERAL),215,0.0025
139,LA RIOJA,ZAMORA - DIAZ    (MOVIMIENTO AL SOCIALISMO),102,0.0012
140,LA RIOJA,VOTOS POSITIVOS,86582,0.9031
141,MENDOZA,ALFONSIN – MARTINEZ (UNION CIVICA RADICAL),368484,0.5781000000000001
142,MENDOZA,LUDER - BITTEL (JUSTICIALISTA),233035,0.36560000000000004
143,MENDOZA,MANRIQUE - RAWSON (DEMOCRATA DE MENDOZA),17192,0.027000000000000003
144,MENDOZA,FRIGERIO - SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),7233,0.0113
145,MENDOZA,ALENDE - VIALE (INTRANSIGENTE),6073,0.0095
146,MENDOZA,CERRO - PONSATI (DEMOCRATA CRISTIANO),1435,0.0023
147,MENDOZA,ALSOGARAY - ORIA (ALIANZA CONFEDERACION NACIONAL DE CENTRO),1031,0.0016
148,MENDOZA,ZAMORA - DIAZ (MOVIMIENTO AL SOCIALISMO),919,0.0014000000000000002
149,MENDOZA,RAMOS - COLOMBO (FRENTE DE IZQUIERDA POPULAR),812,0.0013
150,MENDOZA,MARTINEZ RAYMONDA - BALESTRA (ALIANZA DEMOCRATA SOCIALISTA),584,0.0009
151,MENDOZA,ESTEVEZ BOERO - ROSSI (SOCIALISTA POPULAR),471,0.0007000000000000001
152,MENDOZA,FLORES - GUAGNINI (OBRERO),122,0.0002
153,MENDOZA,VOTOS POSITIVOS,637391,0.982
154,MISIONES,ALFONSIN - MARTINEZ (UNION CIVICA RADICAL),118676,0.49560000000000004
155,MISIONES,LUDER - BITTEL (JUSTICIALISTA),114454,0.4779
156,MISIONES,FRIGERIO - SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),3885,0.016200000000000003
157,MISIONES,ALENDE - VIALE (INTRANSIGENTE),738,0.0031
158,MISIONES,CERRO - PONSATI (DEMOCRATA CRISTIANO),538,0.0022
159,MISIONES,ALSOGARAY - ORIA (UNION DEL CENTRO DEMOCRATICO),535,0.0022
160,MISIONES,RAMOS - COLOMBO (FRENTE DE IZQUIERDA POPULAR),378,0.0016
161,MISIONES,MANRIQUE - RAWSON (FEDERAL),194,0.0008
162,MISIONES,FLORES - GUAGNINI (OBRERO),72,0.0003
163,MISIONES,VOTOS POSITIVOS,239470,0.9547
164,NEUQUEN,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),48279,0.4531
165,NEUQUEN,MOVIMIENTO    POPULAR NEUQUINO,30546,0.2867
166,NEUQUEN,LUDER - BITTEL    (JUSTICIALISTA),23653,0.222
167,NEUQUEN,ALENDE - VIALE    (INTRANSIGENTE),2114,0.019799999999999998
168,NEUQUEN,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),904,0.0085
169,NEUQUEN,ALSOGARAY -    ORIA (ALIANZA CONFEDERACION NACIONAL DE CENTRO),336,0.0032
170,NEUQUEN,ZAMORA - DIAZ    (MOVIMIENTO AL SOCIALISMO),321,0.003
171,NEUQUEN,FLORES -    GUAGNINI (OBRERO),250,0.0023
172,NEUQUEN,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),141,0.0013
173,NEUQUEN,VOTOS POSITIVOS,106544,0.9466
174,RIO NEGRO,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),84226,0.5357
175,RIO NEGRO,LUDER - BITTEL    (JUSTICIALISTA),62801,0.3994
176,RIO NEGRO,ALENDE - VIALE    (INTRANSIGENTE),2868,0.0182
177,RIO NEGRO,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),2616,0.0166
178,RIO NEGRO,CERRO -    PONSATI (DEMOCRATA CRISTIANO),1481,0.009399999999999999
179,RIO NEGRO,PROVINCIAL    RIONEGRINO,1113,0.0070999999999999995
180,RIO NEGRO,ZAMORA - DIAZ    (MOVIMIENTO AL SOCIALISMO),685,0.0044
181,RIO NEGRO,ALSOGARAY -    ORIA (ALIANZA CONFEDERACION NACIONAL DE CENTRO),458,0.0029
182,RIO NEGRO,MARTINEZ    RAYMONDA - BALESTRA (DEMOCRATA PROGRESISTA),257,0.0016
183,RIO NEGRO,MANRIQUE -    RAWSON (FEDERAL),256,0.0016
184,RIO NEGRO,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),249,0.0016
185,RIO NEGRO,FLORES -    GUAGNINI (OBRERO),226,0.0014000000000000002
186,RIO NEGRO,VOTOS POSITIVOS,157236,0.9377
187,SALTA,LUDER - BITTEL    (JUSTICIALISTA),137369,0.45270000000000005
188,SALTA,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),135398,0.4462
189,SALTA,RENOVADOR DE    SALTA,18844,0.0621
190,SALTA,MOVIMIENTO    POPULAR SALTEÑO,3197,0.0105
191,SALTA,ALIANZA    SALTEÑA,3089,0.0102
192,SALTA,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),1774,0.0058
193,SALTA,ALENDE - VIALE    (INTRANSIGENTE),1340,0.0044
194,SALTA,CERRO -    PONSATI (DEMOCRATA CRISTIANO),1122,0.0037
195,SALTA,FLORES -    GUAGNINI (OBRERO),475,0.0016
196,SALTA,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),454,0.0015
197,SALTA,MARTINEZ    RAYMONDA - BALESTRA (ALIANZA DEMOCRATA SOCIALISTA),356,0.0012
198,SALTA,VOTOS POSITIVOS,303418,0.9753000000000001
199,SAN JUAN,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),98916,0.4023
200,SAN JUAN,LUDER - BITTEL    (JUSTICIALISTA),75368,0.3065
201,SAN JUAN,BLOQUISTA,58038,0.23600000000000002
202,SAN JUAN,CRUZADA    RENOVADORA,5539,0.0225
203,SAN JUAN,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),2940,0.012
204,SAN JUAN,ALENDE - VIALE    (INTRANSIGENTE),2152,0.0088
205,SAN JUAN,ALSOGARAY - ORIA (CONFEDERACION    NACIONAL DE CENTRO),991,0.004
206,SAN JUAN,ESTEVEZ BOERO    - ROSSI (SOCIALISTA POPULAR),616,0.0025
207,SAN JUAN,CERRO -    PONSATI (DEMOCRATA CRISTIANO),498,0.002
208,SAN JUAN,ZAMORA - DIAZ    (MOVIMIENTO AL SOCIALISMO),463,0.0019
209,SAN JUAN,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),296,0.0012
210,SAN JUAN,MANRIQUE -    RAWSON (ALIANZA FEDERAL),64,0.0003
211,SAN JUAN,VOTOS POSITIVOS,245881,0.9811
212,SAN LUIS,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),58723,0.4858
213,SAN LUIS,LUDER - BITTEL    (JUSTICIALISTA),50095,0.4144
214,SAN LUIS,MANRIQUE -    RAWSON (ALIANZA FEDERAL),6439,0.0533
215,SAN LUIS,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),4434,0.036699999999999997
216,SAN LUIS,ALENDE - VIALE    (INTRANSIGENTE),549,0.0045000000000000005
217,SAN LUIS,ALSOGARAY -    ORIA (ALIANZA CONFEDERACION NACIONAL DE CENTRO),184,0.0015
218,SAN LUIS,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),181,0.0015
219,SAN LUIS,CERRO -    PONSATI (DEMOCRATA CRISTIANO),165,0.0014000000000000002
220,SAN LUIS,ESTEVEZ BOERO    - ROSSI (SOCIALISTA POPULAR),106,0.0009
221,SAN LUIS,VOTOS POSITIVOS,120876,0.9669
222,SANTA CRUZ,LUDER - BITTEL    (JUSTICIALISTA),22324,0.515
223,SANTA CRUZ,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),19077,0.4401
224,SANTA CRUZ,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),844,0.0195
225,SANTA CRUZ,ALENDE - VIALE    (INTRANSIGENTE),668,0.0154
226,SANTA CRUZ,ZAMORA - DIAZ    (MOVIMIENTO AL SOCIALISMO),146,0.0034000000000000002
227,SANTA CRUZ,FLORES -    GUAGNINI (OBRERO),123,0.0028000000000000004
228,SANTA CRUZ,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),87,0.002
229,SANTA CRUZ,MARTINEZ    RAYMONDA - BALESTRA (DEMOCRATA PROGRESISTA),44,0.001
230,SANTA CRUZ,ESTEVEZ BOERO    - ROSSI (SOCIALISTA POPULAR),37,0.0009
231,SANTA CRUZ,VOTOS POSITIVOS,43350,0.9591
232,SANTA FE,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),719186,0.5021
233,SANTA FE,LUDER - BITTEL    (JUSTICIALISTA),615007,0.4294
234,SANTA FE,ALENDE - VIALE    (INTRANSIGENTE),26835,0.0187
235,SANTA FE,MARTINEZ    RAYMONDA - BALESTRA (ALIANZA DEMOCRATA SOCIALISTA),21767,0.0152
236,SANTA FE,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),20519,0.0143
237,SANTA FE,ESTEVEZ BOERO    - ROSSI (SOCIALISTA POPULAR),6732,0.004699999999999999
238,SANTA FE,CERRO -    PONSATI (DEMOCRATA CRISTIANO),5480,0.0038
239,SANTA FE,MANRIQUE -    RAWSON (FEDERAL),4151,0.0029
240,SANTA FE,LINEA POPULAR,4044,0.0028000000000000004
241,SANTA FE,ZAMORA - DIAZ    (MOVIMIENTO AL SOCIALISMO),2953,0.0021
242,SANTA FE,ALSOGARAY -    ORIA (ALIANZA CONFEDERACION NACIONAL DE CENTRO),2414,0.0017000000000000001
243,SANTA FE,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),1883,0.0013
244,SANTA FE,FLORES -    GUAGNINI (OBRERO),1248,0.0009
245,SANTA FE,VOTOS POSITIVOS,1432219,0.968
246,SANTIAGO DEL ESTERO,LUDER - BITTEL    (JUSTICIALISTA),130411,0.4853
247,SANTIAGO DEL ESTERO,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),109012,0.4057
248,SANTIAGO DEL ESTERO,TRES    BANDERAS ,22583,0.084
249,SANTIAGO DEL ESTERO,ALIANZA    POPULAR ,2568,0.0096
250,SANTIAGO DEL ESTERO,ALENDE - VIALE    (INTRANSIGENTE),1146,0.0043
251,SANTIAGO DEL ESTERO,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),1106,0.0040999999999999995
252,SANTIAGO DEL ESTERO,ESTEVEZ BOERO    - ROSSI (SOCIALISTA POPULAR),709,0.0026
253,SANTIAGO DEL ESTERO,MANRIQUE -    RAWSON (ALIANZA FEDERAL),669,0.0025
254,SANTIAGO DEL ESTERO,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),501,0.0019
255,SANTIAGO DEL ESTERO,VOTOS POSITIVOS,268705,0.9682999999999999
256,TUCUMAN,LUDER - BITTEL    (JUSTICIALISTA),253522,0.5178
257,TUCUMAN,ALFONSIN –    MARTINEZ (UNION CIVICA RADICAL),203462,0.4155
258,TUCUMAN,VANGUARDIA    FEDERAL,12373,0.0253
259,TUCUMAN,FRIGERIO -    SALONIA (MOVIMIENTO DE INTEGRACION Y DESARROLLO),3378,0.0069
260,TUCUMAN,CERRO -    PONSATI (DEMOCRATA CRISTIANO),2800,0.005699999999999999
261,TUCUMAN,ALENDE - VIALE    (INTRANSIGENTE),2756,0.005600000000000001
262,TUCUMAN,ALSOGARAY -    ORIA (UNION DEL CENTRO DEMOCRATICO),1738,0.0034999999999999996
263,TUCUMAN,MANRIQUE -    RAWSON (FEDERAL),1653,0.0034000000000000002
264,TUCUMAN,DE CENTRO  ,1592,0.0033
265,TUCUMAN,MARTINEZ    RAYMONDA - BALESTRA (ALIANZA DEMOCRATA SOCIALISTA),1300,0.0027
266,TUCUMAN,RAMOS -    COLOMBO (FRENTE DE IZQUIERDA POPULAR),1161,0.0024
267,TUCUMAN,ZAMORA - DIAZ    (MOVIMIENTO AL SOCIALISMO),961,0.002
268,TUCUMAN,UNION    POPULAR ,934,0.0019
269,TUCUMAN,ESTEVEZ BOERO    - ROSSI (SOCIALISTA POPULAR),739,0.0015
270,TUCUMAN,FLORES -    GUAGNINI (OBRERO),630,0.0013
271,TUCUMAN,MOVIMIENTO    NACIONALISTA ,394,0.0008
272,TUCUMAN,DEFENSA    PROVINCIAL ,264,0.0005
273,TUCUMAN,VOTOS POSITIVOS,489657,0.9790000000000001
