,Provincia,FORMULAS - AGRUPACIONES    POLITICAS,VOTOS,%
26,CATAMARCA,BORDON - ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),19339,0.1588
27,CATAMARCA,RICO - FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),498,0.0040999999999999995
28,CATAMARCA,SOLANAS - IMIZCOZ (ALIANZA SUR),302,0.0025
29,CATAMARCA,ALTAMIRA - MOLLE (ALIANZA FRENTE UNIDAD DE LOS TRABAJADORES),149,0.0012
30,CATAMARCA,ZAMORA - DIAZ (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),91,0.0007000000000000001
31,CATAMARCA,TUMINI - REYNA (CORRIENTE PATRIA LIBRE),88,0.0007000000000000001
32,CATAMARCA,MENDEZ - AMBROSIO (HUMANISTA),63,0.0005
33,CATAMARCA,CHRISTIANSEN - MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS    TRABAJADORES SOCIALISTAS),56,0.0005
34,CHACO,MASSACCESI - HERNANDEZ (UNION CIVICA RADICAL),91763,0.2288
35,CHACO,BORDON - ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO - MOVIMIENTO DE    IZQUIERDA),72284,0.18030000000000002
36,CHACO,RICO - FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),3567,0.0089
37,CHACO,SOLANAS - IMIZCOZ (ALIANZA SUR),1728,0.0043
38,CHACO,MENDEZ - AMBROSIO (HUMANISTA),812,0.002
39,CHACO,ZAMORA - DIAZ (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),720,0.0018
40,CHACO,PAZ - GONZALEZ CHAVEZ (ALIANZA FRENTE PARA LA COINCIDENCIA    PATRIOTICA),644,0.0016
41,CHACO,ALTAMIRA - MOLLE (ALIANZA FRENTE UNIDAD TRABAJADORES - OBRERO),590,0.0015
42,CHACO,CHRISTIANSEN - MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS    TRABAJADORES SOCIALISTAS),518,0.0013
43,CHACO,TUMINI - REYNA (CORRIENTE PATRIA LIBRE),506,0.0013
44,CHUBUT,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL),42891,0.25739999999999996
45,CHUBUT,BORDON -    ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),25084,0.1505
46,CHUBUT,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),1600,0.0096
47,CHUBUT,MENDEZ -    AMBROSIO (HUMANISTA),390,0.0023
48,CHUBUT,PAZ - GONZALEZ    CHAVEZ (ALIANZA FRENTE PARA LA COINCIDENCIA PATRIOTICA),336,0.002
49,CHUBUT,SOLANAS -    IMIZCOZ (ALIANZA SUR),298,0.0018
50,CHUBUT,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),240,0.0014000000000000002
51,CHUBUT,ALTAMIRA -    MOLLE (ALIANZA FRENTE UNIDAD DE LOS TRABAJADORES - OBRERO),199,0.0012
52,CHUBUT,CHRISTIANSEN -    MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES SOCIALISTAS),198,0.0012
53,CHUBUT,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),165,0.001
54,CORDOBA,MASSACCESI - HERNANDEZ (UNION CIVICA RADICAL - FEDERAL -    MOVIMIENTO DE INTEGRACION Y DESARROLLO),451719,0.289
55,CORDOBA,BORDON - ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),324746,0.2077
56,CORDOBA,RICO - FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),17856,0.011399999999999999
57,CORDOBA,TUMINI - REYNA (CORRIENTE PATRIA LIBRE),3949,0.0025
58,CORDOBA,SOLANAS - IMIZCOZ (ALIANZA SUR),3066,0.002
59,CORDOBA,ZAMORA - DIAZ (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),2518,0.0016
60,CORDOBA,MAZZITELLI - FONSECA (SOCIALISMO AUTENTICO),1777,0.0011
61,CORDOBA,MENDEZ - AMBROSIO (HUMANISTA),1722,0.0011
62,CORDOBA,ALTAMIRA - MOLLE (OBRERO),1712,0.0011
63,CORDOBA,CHRISTIANSEN - MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS    TRABAJADORES SOCIALISTAS),1216,0.0008
64,CORDOBA,SANTUCHO - ANTOGNAZZI (SOLIDARIDAD - MOVIMIENTO DEMOCRATICO    POPULAR ANTIMPERIALISTA),184,0.0001
65,CORDOBA,PAZ - GONZALEZ CHAVEZ (ALIANZA FRENTE PARA LA COINCIDENCIA PATRIOTICA),59,0.0
66,CORRIENTES,BORDON - ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO - FRENTE GRANDE),121999,0.3436
67,CORRIENTES,MASSACCESI - HERNANDEZ (ALIANZA UNION CIVICA RADICAL -    MOVIMIENTO DE INTEGRACION Y DESARROLLO),57082,0.16079999999999997
68,CORRIENTES,RICO - FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),6118,0.0172
69,CORRIENTES,TUMINI - REYNA (CORRIENTE PATRIA LIBRE),945,0.0027
70,CORRIENTES,SOLANAS - IMIZCOZ (ALIANZA SUR),882,0.0025
71,CORRIENTES,MENDEZ - AMBROSIO (HUMANISTA),613,0.0017000000000000001
72,CORRIENTES,CHRISTIANSEN - MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS    TRABAJADORES SOCIALISTAS),540,0.0015
73,CORRIENTES,SANTUCHO - ANTOGNAZZI (MOVIMIENTO DEMOCRATICO POPULAR ANTIIMPERIALISTA),532,0.0015
74,CORRIENTES,ZAMORA - DIAZ (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),512,0.0014000000000000002
75,CORRIENTES,ALTAMIRA - MOLLE (OBRERO),331,0.0009
76,CORRIENTES,PAZ - GONZALEZ CHAVEZ (ALIANZA FRENTE PARA LA COINCIDENCIA PATRIOTICA),11,0.0
77,CORRIENTES,VOTOS POSITIVOS,355082,0.8876000000000001
78,ENTRE RIOS,MASSACCESI -    HERNANDEZ  (ALIANZA UNION CIVICA    RADICAL - ALIANZA DEL PUEBLO),157112,0.2658
79,ENTRE RIOS,BORDON -    ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),146086,0.24710000000000001
80,ENTRE RIOS,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),10026,0.017
81,ENTRE RIOS,SOLANAS -    IMIZCOZ  (ALIANZA SUR - DEL TRABAJO Y    DEL PUEBLO),1393,0.0024
82,ENTRE RIOS,MENDEZ -    AMBROSIO (HUMANISTA),852,0.0014000000000000002
83,ENTRE RIOS,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),816,0.0014000000000000002
84,ENTRE RIOS,ALTAMIRA -    MOLLE (ALIANZA FRENTE UNIDAD DE LOS TRABAJADORES - OBRERO),763,0.0013
85,ENTRE RIOS,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),716,0.0012
86,ENTRE RIOS,CHRISTIANSEN -    MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES SOCIALISTAS),531,0.0009
87,ENTRE RIOS,PAZ - GONZALEZ    CHAVEZ (ALIANZA FRENTE PARA LA COINCIDENCIA PATRIOTICA),8,0.0
88,FORMOSA,MASSACCESI - HERNANDEZ (UNION CIVICA RADICAL),53778,0.3118
89,FORMOSA,BORDON - ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),29022,0.16829999999999998
90,FORMOSA,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),2323,0.013500000000000002
91,FORMOSA,SOLANAS - IMIZCOZ (ALIANZA SUR),618,0.0036
92,FORMOSA,MENDEZ - AMBROSIO (HUMANISTA),554,0.0032
93,FORMOSA,ALTAMIRA - MOLLE (ALIANZA FRENTE UNIDAD TRABAJADORA - OBRERO),396,0.0023
94,FORMOSA,ZAMORA - DIAZ (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),321,0.0019
95,FORMOSA,TUMINI - REYNA (CORRIENTE PATRIA LIBRE),219,0.0013
96,JUJUY,MENEM - RUCKAUF (FRENTE JUSTICIALISTA POPULAR - MOVIMIENTO    POPULAR JUJEÑO - UNION DEL CENTRO DEMOCRATICO - MOVIMIENTO POR LA AUTONOMIA    POLITICA JUJEÑA),101642,0.4681
97,JUJUY,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL),50000,0.2303
98,JUJUY,BORDON -    ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),46513,0.21420000000000003
99,JUJUY,RICO - FERNANDEZ PEZZANO (FUERZA REPUBLICANA),15602,0.0719
100,JUJUY,SOLANAS -    IMIZCOZ (ALIANZA SUR),1085,0.005
101,JUJUY,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),712,0.0033
102,JUJUY,ALTAMIRA -    MOLLE (FRENTE UNIDAD TRABAJADORA),457,0.0021
103,JUJUY,MENDEZ -    AMBROSIO (HUMANISTA),412,0.0019
104,JUJUY,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),386,0.0018
105,JUJUY,CHRISTIANSEN - MONTES (MOVIMIENTO AL SOCIALISMO - DE LOS    TRABAJADORES SOCIALISTAS - FRENTE OBRERO),333,0.0015
106,LA PAMPA,MENEM -    RUCKAUF (JUSTICIALISTA),77506,0.5039
107,LA PAMPA,BORDON -    ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),37032,0.2408
108,LA PAMPA,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL),34892,0.22690000000000002
109,LA PAMPA,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),2345,0.0152
110,LA PAMPA,SOLANAS -    IMIZCOZ (ALIANZA SUR),1007,0.006500000000000001
111,LA PAMPA,MENDEZ -    AMBROSIO (HUMANISTA),286,0.0019
112,LA PAMPA,ALTAMIRA -    MOLLE (ALIANZA FRENTE UNIDAD TRABAJADORA - OBRERO),249,0.0016
113,LA PAMPA,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),231,0.0015
114,LA PAMPA,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),139,0.0009
115,LA PAMPA,CHRISTIANSEN -    MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES SOCIALISTAS),120,0.0008
116,LA RIOJA,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL- FRENTE SOLIDARIO RIOJANO),19945,0.1653
117,LA RIOJA,BORDON -    ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),7588,0.0629
118,LA RIOJA,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),495,0.0040999999999999995
119,LA RIOJA,SOLANAS -    IMIZCOZ (ALIANZA SUR),320,0.0027
120,LA RIOJA,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),208,0.0017000000000000001
121,LA RIOJA,MENDEZ -    AMBROSIO (HUMANISTA),96,0.0008
122,LA RIOJA,ALTAMIRA -    MOLLE (FRENTE UNIDAD DE LOS TRABAJADORES - OBRERO),96,0.0008
123,LA RIOJA,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),80,0.0007000000000000001
124,MENDOZA,BORDON - ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),246924,0.3386
125,MENDOZA,MASSACCESI - HERNANDEZ (UNION CIVICA RADICAL),88657,0.1216
126,MENDOZA,RICO - FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),9294,0.0127
127,MENDOZA,SOLANAS - IMIZCOZ (ALIANZA SUR),2810,0.0039000000000000003
128,MENDOZA,ZAMORA - DIAZ (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),1519,0.0021
129,MENDOZA,MENDEZ - AMBROSIO (HUMANISTA),914,0.0013
130,MENDOZA,CHRISTIANSEN - MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES    SOCIALISTAS),726,0.001
131,MENDOZA,SANTUCHO - ANTOGNAZZI (MOVIMIENTO DEMOCRATICO POPULAR    ANTIIMPERIALISTA),505,0.0007000000000000001
132,MENDOZA,TUMINI - REYNA (CORRIENTE PATRIA LIBRE),489,0.0007000000000000001
133,MENDOZA,ALTAMIRA - MOLLE (FRENTE UNIDAD TRABAJADORA - OBRERO),458,0.0006
134,MENDOZA,VOTOS POSITIVOS,729268,0.9207
135,MISIONES,MASSACCESI - HERNANDEZ (UNION CIVICA RADICAL),138583,0.3861
136,MISIONES,BORDON - ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),30655,0.08539999999999999
137,MISIONES,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),7927,0.022099999999999998
138,MISIONES,SOLANAS - IMIZCOZ (ALIANZA SUR),539,0.0015
139,MISIONES,CHRISTIANSEN - MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES    SOCIALISTAS),215,0.0006
140,MISIONES,MENDEZ - AMBROSIO (HUMANISTA),126,0.0004
141,MISIONES,ZAMORA - DIAZ (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),103,0.0003
142,MISIONES,SANTUCHO - ANTOGNAZZI (MOVIMIENTO DEMOCRATICO POPULAR ANTIIMPERIALISTA),88,0.0002
143,MISIONES,TUMINI - REYNA (CORRIENTE PATRIA LIBRE),73,0.0002
144,MISIONES,ALTAMIRA - MOLLE (FRENTE UNIDAD TRABAJADORA - OBRERO),72,0.0002
145,MISIONES,VOTOS POSITIVOS,358952,0.9747
146,NEUQUEN,BORDON -    ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),47302,0.2561
147,NEUQUEN,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL),29977,0.1623
148,NEUQUEN,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),3274,0.0177
149,NEUQUEN,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),983,0.0053
150,NEUQUEN,SOLANAS -    IMIZCOZ (ALIANZA SUR),975,0.0053
151,NEUQUEN,MENDEZ -    AMBROSIO (HUMANISTA),766,0.0040999999999999995
152,NEUQUEN,ALTAMIRA -    MOLLE (OBRERO),746,0.004
153,NEUQUEN,CHRISTIANSEN -    MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES SOCIALISTAS),720,0.0039000000000000003
154,NEUQUEN,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),497,0.0027
155,NEUQUEN,SANTUCHO -    ANTOGNAZZI (MOVIMIENTO DEMOCRATICO POPULAR ANTIIMPERIALISTA),402,0.0022
156,RIO NEGRO,MASSACCESI -    HERNANDEZ (ALIANZA UNION CIVICA RADICAL- ALIANZA PARA LA PATAGONIA),84172,0.37329999999999997
157,RIO NEGRO,BORDON -    ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),36183,0.1605
158,RIO NEGRO,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),1893,0.0084
159,RIO NEGRO,SOLANAS -    IMIZCOZ (ALIANZA SUR - DEL TRABAJO Y DEL PUEBLO),1025,0.0045000000000000005
160,RIO NEGRO,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),721,0.0032
161,RIO NEGRO,MENDEZ -    AMBROSIO (HUMANISTA),665,0.0029
162,RIO NEGRO,ALTAMIRA -    MOLLE (FRENTE UNIDAD TRABAJADORA - OBRERO),646,0.0029
163,RIO NEGRO,CHRISTIANSEN -    MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES SOCIALISTAS),491,0.0022
164,RIO NEGRO,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),395,0.0018
165,RIO NEGRO,SANTUCHO -    ANTOGNAZZI (MOVIMIENTO DEMOCRATICO POPULAR ANTIIMPERIALISTA),46,0.0002
166,RIO NEGRO,PAZ - GONZALEZ    CHAVEZ (ALIANZA FRENTE PARA LA COINCIDENCIA PATRIOTICA),11,0.0
167,RIO NEGRO,VOTOS POSITIVOS,225478,0.9516
168,SALTA,BORDON -    ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),96812,0.24789999999999998
169,SALTA,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL - FRENTE CIVICO Y SOCIAL),65179,0.16690000000000002
170,SALTA,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),15092,0.038599999999999995
171,SALTA,ALTAMIRA -    MOLLE (FRENTE UNIDAD DE LOS TRABAJADORES - OBRERO),1174,0.003
172,SALTA,SOLANAS -    IMIZCOZ (ALIANZA SUR),959,0.0025
173,SALTA,MENDEZ -    AMBROSIO (HUMANISTA),684,0.0018
174,SALTA,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),567,0.0015
175,SALTA,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),505,0.0013
176,SALTA,CHRISTIANSEN -    MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES SOCIALISTAS),331,0.0008
177,SALTA,VOTOS POSITIVOS,390594,0.9636
178,SAN JUAN,MENEM -    RUCKAUF (ALIANZA FRENTE JUSTICIALISTA POPULAR - BLOQUISTA),167205,0.5919
179,SAN JUAN,BORDON -    ALVAREZ (ALIANZA CRUZADA FRENTE GRANDE - FRENTE PAIS),85693,0.3034
180,SAN JUAN,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL),27550,0.0975
181,SAN JUAN,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),934,0.0033
182,SAN JUAN,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),418,0.0015
183,SAN JUAN,SOLANAS -    IMIZCOZ (DEL TRABAJO Y DEL PUEBLO),357,0.0013
184,SAN JUAN,CHRISTIANSEN - MONTES (ALIANZA MOVIMIENTO AL SOCIALISMO - FRENTE    OBRERO SOCIALISTA - DE LOS TRABAJADORES SOCIALISTAS),99,0.0004
185,SAN JUAN,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),85,0.0003
186,SAN JUAN,MENDEZ -    AMBROSIO (HUMANISTA),72,0.0003
187,SAN JUAN,ALTAMIRA -    MOLLE (FRENTE UNIDAD TRABAJADORA),50,0.0002
188,SAN JUAN,PAZ - GONZALEZ    CHAVEZ (ALIANZA FRENTE PARA LA COINCIDENCIA PATRIOTICA),3,0.0
189,SAN LUIS,BORDON -    ALVAREZ (FRENTE PAIS SOLIDARIO),39944,0.253
190,SAN LUIS,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL),27038,0.17120000000000002
191,SAN LUIS,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),1596,0.0101
192,SAN LUIS,SOLANAS -    IMIZCOZ (ALIANZA SUR),434,0.0027
193,SAN LUIS,MENDEZ -    AMBROSIO (HUMANISTA),346,0.0022
194,SAN LUIS,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),326,0.0021
195,SAN LUIS,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),299,0.0019
196,SAN LUIS,CHRISTIANSEN -    MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES SOCIALISTAS),286,0.0018
197,SAN LUIS,ALTAMIRA -    MOLLE (ALIANZA FRENTE UNIDAD DE LOS TRABAJADORES - OBRERO),262,0.0017000000000000001
198,SANTA CRUZ,BORDON -    ALVAREZ (FRENTE PAIS SOLIDARIO),16342,0.2278
199,SANTA CRUZ,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL),12374,0.1725
200,SANTA CRUZ,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),803,0.011200000000000002
201,SANTA CRUZ,ALTAMIRA -    MOLLE (ALIANZA FRENTE UNIDAD DE LOS TRABAJADORES),263,0.0037
202,SANTA CRUZ,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),96,0.0013
203,SANTA CRUZ,MENDEZ -    AMBROSIO (HUMANISTA),79,0.0011
204,SANTA CRUZ,CHRISTIANSEN -    MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES SOCIALISTAS),68,0.0009
205,SANTA CRUZ,PAZ - GONZALEZ    CHAVEZ (ALIANZA FRENTE PARA LA COINCIDENCIA PATRIOTICA),52,0.0007000000000000001
206,SANTA FE,BORDON -    ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),593965,0.37439999999999996
207,SANTA FE,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL),199473,0.1257
208,SANTA FE,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),24624,0.0155
209,SANTA FE,SOLANAS -    IMIZCOZ (ALIANZA SUR),7886,0.005
210,SANTA FE,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),3820,0.0024
211,SANTA FE,MENDEZ -    AMBROSIO (HUMANISTA),2779,0.0018
212,SANTA FE,ALTAMIRA -    MOLLE (ALIANZA FRENTE UNIDAD TRABAJADORA - OBRERO),2505,0.0016
213,SANTA FE,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),2401,0.0015
214,SANTA FE,CHRISTIANSEN -    MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES SOCIALISTAS),2313,0.0015
215,SANTA FE,SANTUCHO -    ANTOGNAZZI (MOVIMIENTO DEMOCRATICO POPULAR ANTIIMPERIALISTA),1930,0.0012
216,SANTIAGO DEL ESTERO,MASSACCESI - HERNANDEZ (UNION CIVICA RADICAL - MOVIMIENTO DE    INTEGRACION Y DESARROLLO),78354,0.24850000000000003
217,SANTIAGO DEL ESTERO,BORDON -    ALVAREZ (ALIANZA FRENTE PAIS SOLIDARIO),31965,0.1014
218,SANTIAGO DEL ESTERO,RICO -    FERNANDEZ PEZZANO (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),1543,0.0049
219,SANTIAGO DEL ESTERO,SOLANAS -    IMIZCOZ (ALIANZA SUR),396,0.0013
220,SANTIAGO DEL ESTERO,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),356,0.0011
221,SANTIAGO DEL ESTERO,TUMINI - REYNA    (CORRIENTE PATRIA LIBRE),177,0.0006
222,SANTIAGO DEL ESTERO,CHRISTIANSEN -    MONTES (MOVIMIENTO AL SOCIALISMO – DE LOS TRABAJADORES SOCIALISTAS),166,0.0005
223,SANTIAGO DEL ESTERO,MENDEZ -    AMBROSIO (HUMANISTA),117,0.0004
224,SANTIAGO DEL ESTERO,ALTAMIRA -    MOLLE (ALIANZA FRENTE UNIDAD TRABAJADORA - OBRERO),113,0.0004
225,SANTIAGO DEL ESTERO,SANTUCHO -    ANTOGNAZZI (MOVIMIENTO DEMOCRATICO POPULAR ANTIIMPERIALISTA),10,0.0
226,TUCUMAN,BORDON -    ALVAREZ (FRENTE PAIS SOLIDARIO),167796,0.2913
227,TUCUMAN,MASSACCESI -    HERNANDEZ (UNION CIVICA RADICAL),71137,0.1235
228,TUCUMAN,LOPEZ DE ZAVALIA -    BENEJAM (FUERZA REPUBLICANA),64007,0.11109999999999999
229,TUCUMAN,RICO -    FERNANDEZ PEZZANO (DE LA INDEPENDENCIA),3161,0.0055000000000000005
230,TUCUMAN,SOLANAS -    IMIZCOZ (ALIANZA SUR),1794,0.0031
231,TUCUMAN,ZAMORA - DIAZ    (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),1466,0.0025
