,Provincia,FORMULAS - AGRUPACIONES    POLITICAS,VOTOS,%
27,BUENOS AIRES,ALTAMIRA - SALAS (OBRERO), 59947 ,0.81
28,BUENOS AIRES,SULLING - AMBROSIO (HUMANISTA), 49430 ,0.67
29,BUENOS AIRES,ARCAGNI - ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 34690 ,0.47
30,BUENOS AIRES,MAZZITELLI - CAMPS (SOCIALISTA AUTENTICO), 25837 ,0.35
31,BUENOS AIRES,BREIDE OBEID - VASENA (POPULAR DE LA RECONSTRUCCION), 18236 ,0.25
32,BUENOS AIRES,MUSSA - SUAREZ (ALIANZA UNIDOS O DOMINADOS), 17404 ,0.23
33,BUENOS AIRES,ZAFFORE - PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 15701 ,0.21
34,BUENOS AIRES,HERRERA - CUNEO (DEMOCRATA CRISTIANO), 15272 ,0.21
35,BUENOS AIRES,TERAN - BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 10537 ,0.14
36,CATAMARCA,MENEM - ROMERO (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO    DEMOCRATICO), 80833 ,49.52
37,CATAMARCA,KIRCHNER - SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 22265 ,13.64
38,CATAMARCA,LOPEZ MURPHY - GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA    RECREAR EL CRECIMIENTO), 18977 ,11.63
39,CATAMARCA,RODRIGUEZ SAA - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION    Y LIBERTAD), 18015 ,11.04
40,CATAMARCA,MOREAU - LOSADA (UNION CIVICA RADICAL), 12825 ,7.86
41,CATAMARCA,CARRIO - GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA    IGUALITARIA), 5812 ,3.56
42,CATAMARCA,ALTAMIRA - SALAS (OBRERO), 1173 ,0.72
43,CATAMARCA,WALSH - PARRILLI (ALIANZA IZQUIERDA UNIDA), 963 ,0.59
44,CATAMARCA,BRAVO - GIUSTINIANI (SOCIALISTA), 655 ,0.40
45,CATAMARCA,SULLING - AMBROSIO (HUMANISTA), 601 ,0.37
46,CATAMARCA,ZAFFORE - PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 506 ,0.31
47,CATAMARCA,HERRERA - CUNEO (DEMOCRATA CRISTIANO), 486 ,0.30
48,CATAMARCA,BREIDE OBEID - VASENA (POPULAR DE LA RECONSTRUCCION), 110 ,0.07
49,CATAMARCA,TERAN - BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 7 ,0.00
50,CATAMARCA,ARCAGNI - ZENOF (ALIANZA TIEMPOS DE CAMBIO), 5 ,0.00
51,CATAMARCA,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), - ,0.00
52,CATAMARCA,MAZZITELLI -    CAMPS (CONFEDERACION PARA QUE SE VAYAN TODOS),0,0.00
53,CHACO,MENEM - ROMERO (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO    DEMOCRATICO), 172207 ,35.15
54,CHACO,MOREAU - LOSADA (UNION CIVICA RADICAL), 96142 ,19.62
55,CHACO,KIRCHNER - SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 93744 ,19.14
56,CHACO,CARRIO - GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA    IGUALITARIA), 55751 ,11.38
57,CHACO,LOPEZ MURPHY - GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA    RECREAR EL CRECIMIENTO), 32073 ,6.55
58,CHACO,RODRIGUEZ SAA - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION    Y LIBERTAD), 23422 ,4.78
59,CHACO,WALSH - PARRILLI (ALIANZA IZQUIERDA UNIDA), 2965 ,0.61
60,CHACO,BRAVO - GIUSTINIANI (SOCIALISTA), 1896 ,0.39
61,CHACO,ALTAMIRA - SALAS (OBRERO), 1762 ,0.36
62,CHACO,VENTURINO - PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 1726 ,0.35
63,CHACO,MAZZITELLI - CAMPS (SOCIALISTA AUTENTICO), 1535 ,0.31
64,CHACO,ZAFFORE - PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 1431 ,0.29
65,CHACO,MUSSA - SUAREZ (ALIANZA UNIDOS O DOMINADOS), 1289 ,0.26
66,CHACO,SULLING - AMBROSIO (HUMANISTA), 1240 ,0.25
67,CHACO,TERAN - BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 1053 ,0.21
68,CHACO,HERRERA - CUNEO (DEMOCRATA CRISTIANO), 1039 ,0.21
69,CHACO,ARCAGNI - ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 499 ,0.10
70,CHACO,BREIDE OBEID - VASENA (POPULAR DE LA RECONSTRUCCION), 133 ,0.03
71,CHUBUT,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA),    104286 ,50.22
72,CHUBUT,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 38755 ,18.66
73,CHUBUT,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 22772 ,10.97
74,CHUBUT,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 17429 ,8.39
75,CHUBUT,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 9917 ,4.78
76,CHUBUT,MOREAU -    LOSADA (UNION CIVICA RADICAL), 5552 ,2.67
77,CHUBUT,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 2342 ,1.13
78,CHUBUT,BRAVO -    GIUSTINIANI (SOCIALISTA), 1382 ,0.67
79,CHUBUT,SULLING -    AMBROSIO (HUMANISTA), 1241 ,0.60
80,CHUBUT,ALTAMIRA -    SALAS (OBRERO), 897 ,0.43
81,CHUBUT,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 804 ,0.39
82,CHUBUT,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 692 ,0.33
83,CHUBUT,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 626 ,0.30
84,CHUBUT,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 365 ,0.18
85,CHUBUT,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 307 ,0.15
86,CHUBUT,TERAN - BONACCI (MOVIMIENTO    POR LA DIGNIDAD Y LA INDEPENDENCIA), 277 ,0.13
87,CHUBUT,MUSSA - SUAREZ (ALIANZA UNIDOS    O DOMINADOS), - ,0.00
88,CHUBUT,MAZZITELLI -    CAMPS (SOCIALISTA AUTENTICO), - ,0.00
89,CORDOBA,MENEM - ROMERO (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO    DEMOCRATICO), 477738 ,28.42
90,CORDOBA,LOPEZ MURPHY - GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA    RECREAR EL CRECIMIENTO), 363347 ,21.61
91,CORDOBA,RODRIGUEZ SAA - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION    Y LIBERTAD), 323293 ,19.23
92,CORDOBA,CARRIO - GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA    IGUALITARIA), 188564 ,11.22
93,CORDOBA,KIRCHNER - SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 181702 ,10.81
94,CORDOBA,MOREAU - LOSADA (UNION CIVICA RADICAL), 47199 ,2.81
95,CORDOBA,WALSH - PARRILLI (ALIANZA IZQUIERDA UNIDA), 25878 ,1.53
96,CORDOBA,ALTAMIRA - SALAS (OBRERO), 14261 ,0.85
97,CORDOBA,BRAVO - GIUSTINIANI (SOCIALISTA), 11693 ,0.70
98,CORDOBA,VENTURINO - PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 10603 ,0.63
99,CORDOBA,SULLING - AMBROSIO (HUMANISTA), 8284 ,0.49
100,CORDOBA,MUSSA - SUAREZ (ALIANZA UNIDOS O DOMINADOS), 5671 ,0.34
101,CORDOBA,HERRERA - CUNEO (DEMOCRATA CRISTIANO), 5518 ,0.33
102,CORDOBA,ZAFFORE - PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 4298 ,0.26
103,CORDOBA,MAZZITELLI - CAMPS (SOCIALISTA AUTENTICO), 3571 ,0.21
104,CORDOBA,ARCAGNI - ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 3534 ,0.21
105,CORDOBA,TERAN - BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 3438 ,0.20
106,CORDOBA,BREIDE OBEID - VASENA (POPULAR DE LA RECONSTRUCCION), 2489 ,0.15
107,CORRIENTES,MENEM - ROMERO (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO    DEMOCRATICO), 155352 ,35.02
108,CORRIENTES,KIRCHNER - SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 117081 ,26.39
109,CORRIENTES,LOPEZ MURPHY - GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA    RECREAR EL CRECIMIENTO), 51549 ,11.62
110,CORRIENTES,CARRIO - GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA    IGUALITARIA), 45571 ,10.27
111,CORRIENTES,MOREAU - LOSADA (UNION CIVICA RADICAL), 31795 ,7.17
112,CORRIENTES,RODRIGUEZ SAA - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION    Y LIBERTAD), 24547 ,5.53
113,CORRIENTES,WALSH - PARRILLI (ALIANZA IZQUIERDA UNIDA), 3143 ,0.71
114,CORRIENTES,ZAFFORE - PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 2164 ,0.49
115,CORRIENTES,ALTAMIRA - SALAS (OBRERO), 1772 ,0.40
116,CORRIENTES,VENTURINO - PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 1685 ,0.38
117,CORRIENTES,HERRERA - CUNEO (DEMOCRATA CRISTIANO), 1575 ,0.36
118,CORRIENTES,BRAVO - GIUSTINIANI (SOCIALISTA), 1261 ,0.28
119,CORRIENTES,SULLING - AMBROSIO (HUMANISTA), 1189 ,0.27
120,CORRIENTES,MAZZITELLI - CAMPS (SOCIALISTA AUTENTICO), 1105 ,0.25
121,CORRIENTES,MUSSA - SUAREZ (ALIANZA UNIDOS O DOMINADOS), 1079 ,0.24
122,CORRIENTES,BREIDE OBEID - VASENA (POPULAR DE LA RECONSTRUCCION), 982 ,0.22
123,CORRIENTES,TERAN - BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 959 ,0.22
124,CORRIENTES,ARCAGNI - ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 774 ,0.17
125,ENTRE RIOS,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 185370 ,29.77
126,ENTRE RIOS,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 129190 ,20.74
127,ENTRE RIOS,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 89487 ,14.37
128,ENTRE RIOS,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 88563 ,14.22
129,ENTRE RIOS,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 75288 ,12.09
130,ENTRE RIOS,MOREAU -    LOSADA (UNION CIVICA RADICAL), 25457 ,4.09
131,ENTRE RIOS,BRAVO -    GIUSTINIANI (SOCIALISTA), 4886 ,0.78
132,ENTRE RIOS,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 4620 ,0.74
133,ENTRE RIOS,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 3561 ,0.57
134,ENTRE RIOS,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 2782 ,0.45
135,ENTRE RIOS,SULLING -    AMBROSIO (HUMANISTA), 2226 ,0.36
136,ENTRE RIOS,ALTAMIRA -    SALAS (OBRERO), 1987 ,0.32
137,ENTRE RIOS,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 1959 ,0.31
138,ENTRE RIOS,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 1577 ,0.25
139,ENTRE RIOS,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 1557 ,0.25
140,ENTRE RIOS,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 1495 ,0.24
141,ENTRE RIOS,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 1456 ,0.23
142,ENTRE RIOS,MAZZITELLI -    CAMPS (SOCIALISTA AUTENTICO), 1307 ,0.21
143,FORMOSA,KIRCHNER - SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 85937 ,41.11
144,FORMOSA,MENEM - ROMERO (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO    DEMOCRATICO), 55078 ,26.35
145,FORMOSA,CARRIO - GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA    IGUALITARIA), 19897 ,9.52
146,FORMOSA,RODRIGUEZ SAA - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION    Y LIBERTAD), 19353 ,9.26
147,FORMOSA,LOPEZ MURPHY - GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA    RECREAR EL CRECIMIENTO), 13360 ,6.39
148,FORMOSA,MOREAU - LOSADA (UNION CIVICA RADICAL), 7912 ,3.79
149,FORMOSA,ZAFFORE - PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 1538 ,0.74
150,FORMOSA,SULLING - AMBROSIO (HUMANISTA), 839 ,0.40
151,FORMOSA,WALSH - PARRILLI (ALIANZA IZQUIERDA UNIDA), 822 ,0.39
152,FORMOSA,VENTURINO - PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 806 ,0.39
153,FORMOSA,ALTAMIRA - SALAS (OBRERO), 785 ,0.38
154,FORMOSA,TERAN - BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 765 ,0.37
155,FORMOSA,BRAVO - GIUSTINIANI (SOCIALISTA), 702 ,0.34
156,FORMOSA,MAZZITELLI - CAMPS (SOCIALISTA AUTENTICO), 655 ,0.31
157,FORMOSA,HERRERA - CUNEO (DEMOCRATA CRISTIANO), 578 ,0.28
158,FORMOSA,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 9 ,0
159,FORMOSA,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 7 ,0
160,FORMOSA,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 4 ,0
161,JUJUY,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 116943 ,42.42
162,JUJUY,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 51260 ,18.59
163,JUJUY,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 49505 ,17.96
164,JUJUY,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 18621 ,6.75
165,JUJUY,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 16362 ,5.94
166,JUJUY,MOREAU -    LOSADA (UNION CIVICA RADICAL), 11146 ,4.04
167,JUJUY,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 5060 ,1.84
168,JUJUY,ALTAMIRA -    SALAS (OBRERO), 1168 ,0.42
169,JUJUY,SULLING -    AMBROSIO (HUMANISTA), 932 ,0.34
170,JUJUY,BRAVO -    GIUSTINIANI (SOCIALISTA), 778 ,0.28
171,JUJUY,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 758 ,0.27
172,JUJUY,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 726 ,0.26
173,JUJUY,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 581 ,0.21
174,JUJUY,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 525 ,0.19
175,JUJUY,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 463 ,0.17
176,JUJUY,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 442 ,0.16
177,JUJUY,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 398 ,0.14
178,JUJUY,MAZZITELLI -    CAMPS (SOCIALISTA AUTENTICO), - ,0.00
179,LA PAMPA,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 48997 ,27.81
180,LA PAMPA,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 36118 ,20.50
181,LA PAMPA,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 31320 ,17.77
182,LA PAMPA,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 25103 ,14.25
183,LA PAMPA,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 19591 ,11.12
184,LA PAMPA,MOREAU -    LOSADA (UNION CIVICA RADICAL), 5143 ,2.92
185,LA PAMPA,BRAVO -    GIUSTINIANI (SOCIALISTA), 2403 ,1.36
186,LA PAMPA,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 1464 ,0.83
187,LA PAMPA,SULLING -    AMBROSIO (HUMANISTA), 1229 ,0.70
188,LA PAMPA,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 857 ,0.49
189,LA PAMPA,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 850 ,0.48
190,LA PAMPA,ALTAMIRA -    SALAS (OBRERO), 780 ,0.44
191,LA PAMPA,MAZZITELLI -    CAMPS (SOCIALISTA AUTENTICO), 551 ,0.31
192,LA PAMPA,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 478 ,0.27
193,LA PAMPA,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 460 ,0.26
194,LA PAMPA,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 418 ,0.24
195,LA PAMPA,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 401 ,0.23
196,LA PAMPA,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 41 ,0.02
197,LA RIOJA,MENEM - ROMERO    (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO DEMOCRATICO), 116309 ,81.93
198,LA RIOJA,KIRCHNER -    SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 8873 ,6.25
199,LA RIOJA,LOPEZ MURPHY -    GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA RECREAR EL CRECIMIENTO), 6421 ,4.52
200,LA RIOJA,RODRIGUEZ SAA    - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION Y LIBERTAD), 4213 ,2.97
201,LA RIOJA,CARRIO -    GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA IGUALITARIA), 2443 ,1.72
202,LA RIOJA,MOREAU -    LOSADA (UNION CIVICA RADICAL), 1998 ,1.41
203,LA RIOJA,WALSH -    PARRILLI (ALIANZA IZQUIERDA UNIDA), 997 ,0.70
204,LA RIOJA,ALTAMIRA -    SALAS (OBRERO), 127 ,0.09
205,LA RIOJA,SULLING -    AMBROSIO (HUMANISTA), 123 ,0.09
206,LA RIOJA,BRAVO -    GIUSTINIANI (SOCIALISTA), 108 ,0.08
207,LA RIOJA,ZAFFORE -    PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 63 ,0.04
208,LA RIOJA,HERRERA -    CUNEO (DEMOCRATA CRISTIANO), 58 ,0.04
209,LA RIOJA,VENTURINO -    PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 57 ,0.04
210,LA RIOJA,TERAN -    BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 51 ,0.04
211,LA RIOJA,MUSSA - SUAREZ    (ALIANZA UNIDOS O DOMINADOS), 43 ,0.03
212,LA RIOJA,ARCAGNI -    ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 42 ,0.03
213,LA RIOJA,BREIDE OBEID -    VASENA (POPULAR DE LA RECONSTRUCCION), 30 ,0.02
214,MENDOZA,RODRIGUEZ SAA - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION    Y LIBERTAD), 302185 ,36.77
215,MENDOZA,LOPEZ MURPHY - GOMEZ DIEZ (ALIANZA MOVIMIENTO FEDERAL PARA    RECREAR EL CRECIMIENTO), 160612 ,19.53
216,MENDOZA,MENEM - ROMERO (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO    DEMOCRATICO), 156911 ,19.09
217,MENDOZA,KIRCHNER - SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 79396 ,9.66
218,MENDOZA,CARRIO - GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA    IGUALITARIA), 70120 ,8.53
219,MENDOZA,MOREAU - LOSADA (UNION CIVICA RADICAL), 10184 ,1.24
220,MENDOZA,WALSH - PARRILLI (ALIANZA IZQUIERDA UNIDA), 8597 ,1.05
221,MENDOZA,BRAVO - GIUSTINIANI (SOCIALISTA), 8112 ,0.99
222,MENDOZA,SULLING - AMBROSIO (HUMANISTA), 4015 ,0.49
223,MENDOZA,VENTURINO - PINTO KRAMER (CONFEDERACION PARA QUE SE VAYAN TODOS), 3876 ,0.47
224,MENDOZA,BREIDE OBEID - VASENA (POPULAR DE LA RECONSTRUCCION), 3457 ,0.42
225,MENDOZA,ALTAMIRA - SALAS (OBRERO), 3351 ,0.41
226,MENDOZA,MAZZITELLI - CAMPS (SOCIALISTA AUTENTICO), 2237 ,0.27
227,MENDOZA,ARCAGNI - ZENOF (ALIANZA TIEMPOS DE CAMBIO - UNION POPULAR), 2079 ,0.25
228,MENDOZA,MUSSA - SUAREZ (ALIANZA UNIDOS O DOMINADOS), 2062 ,0.25
229,MENDOZA,HERRERA - CUNEO (DEMOCRATA CRISTIANO), 2024 ,0.25
230,MENDOZA,ZAFFORE - PERIE (MOVIMIENTO DE INTEGRACION Y DESARROLLO), 1650 ,0.20
231,MENDOZA,TERAN - BONACCI (MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA), 1167 ,0.14
232,MISIONES,MENEM - ROMERO (ALIANZA FRENTE POR LA LEALTAD - UNION DEL CENTRO    DEMOCRATICO), 170711 ,38.91
233,MISIONES,KIRCHNER - SCIOLI (ALIANZA FRENTE PARA LA VICTORIA), 100707 ,22.96
234,MISIONES,CARRIO - GUTIERREZ (ALIANZA AFIRMACION PARA UNA REPUBLICA    IGUALITARIA), 40239 ,9.17
235,MISIONES,RODRIGUEZ SAA - POSSE (ALIANZA FRENTE MOVIMIENTO POPULAR - UNION    Y LIBERTAD), 39165 ,8.93
